,filtered_word,filtered_freq
45295,especially,rb
45296,likely,rb
45297,time,nn
45298,--,:
45299,probable,jj
45300,soon,rb
45301,pleasure,nn
45302,meeting,nn
45303,go,vbp
45304,oxford,nnp
45305,tomorrow,nn
45306,'',''
45307,``,``
45308,would,md
45309,gone,vbn
45310,however,rb
45311,'',''
45312,said,vbd
45313,elinor,nnp
45314,recovering,vbg
45315,determined,vbd
45316,get,vb
45317,much,rb
45318,dreaded,vbd
45319,soon,rb
45320,possible,jj
45321,``,``
45322,without,in
45323,receiving,vbg
45324,good,jj
45325,wish,nn
45326,even,rb
45327,able,jj
45328,give,vb
45329,person,nn
45330,mrs.,nnp
45331,jennings,nnp
45332,wa,vbd
45333,quite,rb
45334,right,jj
45335,said,vbd
45336,something,nn
45337,consequence,nn
45338,inform,vb
45339,wa,vbp
45340,point,nn
45341,communicating,nn
45342,paper,nn
45343,charged,vbn
45344,agreeable,jj
45345,office,nn
45346,breathing,vbg
45347,rather,rb
45348,faster,rbr
45349,usual,jj
45350,spoke,vbd
45351,colonel,nnp
45352,brandon,nnp
45353,wa,vbp
45354,ten,vb
45355,minute,nn
45356,ago,rb
45357,ha,nn
45358,desired,vbd
45359,say,vb
45360,understanding,vbg
45361,mean,vbp
45362,take,vb
45363,order,nn
45364,ha,vbz
45365,great,jj
45366,pleasure,nn
45367,offering,vbg
45368,living,nn
45369,delaford,nnp
45370,vacant,nn
45371,wish,vb
45372,valuable,jj
45373,allow,vb
45374,congratulate,vb
45375,respectable,jj
45376,well-judging,jj
45377,friend,nn
45378,join,vb
45379,wish,nn
45380,living,nn
45381,--,:
45382,two,cd
45383,hundred,vbd
45384,a-year,jj
45385,--,:
45386,much,rb
45387,considerable,jj
45388,might,md
45389,better,rbr
45390,enable,vb
45391,--,:
45392,might,md
45393,temporary,jj
45394,accommodation,nn
45395,--,:
45396,short,jj
45397,might,md
45398,establish,vb
45399,view,nn
45400,happiness,nn
45401,'',''
45402,edward,nnp
45403,felt,vbd
45404,could,md
45405,say,vb
45406,expected,vbn
45407,one,cd
45408,else,nn
45409,say,vb
45410,looked,vbd
45411,astonishment,nn
45412,unexpected,jj
45413,unthought-of,jj
45414,information,nn
45415,could,md
45416,fail,vb
45417,exciting,vbg
45418,said,vbd
45419,two,cd
45420,word,nn
45421,'',''
45422,colonel,nnp
45423,brandon,nnp
45424,'',''
45425,``,``
45426,yes,uh
45427,'',''
45428,continued,vbd
45429,elinor,nnp
45430,gathering,vbg
45431,resolution,nn
45432,worst,jjs
45433,wa,nn
45434,``,``
45435,colonel,nnp
45436,brandon,nnp
45437,mean,vbp
45438,testimony,nn
45439,concern,nn
45440,ha,nn
45441,lately,rb
45442,passed,vbn
45443,--,:
45444,cruel,jj
45445,situation,nn
45446,unjustifiable,jj
45447,conduct,nn
45448,family,nn
45449,ha,nn
45450,placed,vbd
45451,--,:
45452,concern,nn
45453,sure,jj
45454,marianne,nnp
45455,friend,nn
45456,must,md
45457,share,nn
45458,likewise,vb
45459,proof,nn
45460,high,jj
45461,esteem,nn
45462,general,jj
45463,character,nn
45464,particular,jj
45465,approbation,nn
45466,behaviour,nn
45467,present,jj
45468,occasion,nn
45469,'',''
45470,``,``
45471,colonel,nnp
45472,brandon,nnp
45473,give,vb
45474,living,nn
45475,--,:
45476,possible,jj
45477,'',''
45478,``,``
45479,unkindness,nn
45480,relation,nn
45481,ha,nn
45482,made,vbd
45483,astonished,vbd
45484,find,vb
45485,friendship,jj
45486,'',''
45487,``,``
45488,'',''
45489,replied,vbd
45490,sudden,jj
45491,consciousness,nn
45492,``,``
45493,find,vb
45494,ignorant,jj
45495,goodness,nn
45496,owe,vbp
45497,all.,vbz
45498,--,:
45499,feel,vbp
45500,--,:
45501,would,md
45502,express,vb
45503,could,md
45504,--,:
45505,well,rb
45506,know,vb
45507,orator,nn
45508,'',''
45509,``,``
45510,much,jj
45511,mistaken,nn
45512,assure,vb
45513,owe,vbp
45514,entirely,rb
45515,least,jjs
45516,almost,rb
45517,entirely,rb
45518,merit,nn
45519,colonel,nnp
45520,brandon,nnp
45521,'s,pos
45522,discernment,nn
45523,hand,nn
45524,even,rb
45525,know,vb
45526,till,vb
45527,understood,vbd
45528,design,nn
45529,living,nn
45530,wa,nn
45531,vacant,nn
45532,ever,rb
45533,occurred,vbd
45534,might,md
45535,living,nn
45536,gift,nn
45537,friend,nn
45538,mine,nn
45539,family,nn
45540,may,md
45541,perhaps,rb
45542,--,:
45543,indeed,rb
45544,know,vbp
45545,still,rb
45546,greater,jjr
45547,pleasure,nn
45548,bestowing,vbg
45549,upon,in
45550,word,nn
45551,owe,vbp
45552,nothing,nn
45553,solicitation,nn
45554,'',''
45555,truth,nn
45556,obliged,vbd
45557,acknowledge,vb
45558,small,jj
45559,share,nn
45560,action,nn
45561,wa,vbd
45562,time,nn
45563,unwilling,jj
45564,appear,vb
45565,benefactress,nn
45566,edward,nnp
45567,acknowledged,vbd
45568,hesitation,nn
45569,probably,rb
45570,contributed,vbd
45571,fix,vb
45572,suspicion,nn
45573,mind,nn
45574,recently,rb
45575,entered,vbn
45576,short,jj
45577,time,nn
45578,sat,vbd
45579,deep,rb
45580,thought,nn
45581,elinor,nnp
45582,ceased,vbn
45583,speak,vb
45584,--,:
45585,last,jj
45586,rather,rb
45587,effort,nn
45588,said,vbd
45589,'',''
45590,colonel,nnp
45591,brandon,nnp
45592,seems,vbz
45593,man,nn
45594,great,jj
45595,worth,nn
45596,respectability,nn
45597,always,rb
45598,heard,vbn
45599,spoken,vb
45600,brother,nn
45601,know,vbp
45602,esteem,vbp
45603,highly,rb
45604,undoubtedly,rb
45605,sensible,jj
45606,man,nn
45607,manner,nn
45608,perfectly,rb
45609,gentleman,nn
45610,'',''
45611,``,``
45612,indeed,rb
45613,'',''
45614,replied,vbd
45615,elinor,nnp
45616,``,``
45617,believe,vbp
45618,find,vb
45619,farther,jjr
45620,acquaintance,nn
45621,heard,vbn
45622,near,in
45623,neighbour,nn
45624,understand,vbp
45625,parsonage,nn
45626,almost,rb
45627,close,jj
45628,mansion-house,nn
45629,particularly,rb
45630,important,jj
45631,'',''
45632,edward,nnp
45633,made,vbd
45634,answer,nn
45635,turned,vbn
45636,away,rp
45637,head,nn
45638,gave,vbd
45639,look,nn
45640,serious,jj
45641,earnest,jjs
45642,uncheerful,jj
45643,seemed,jj
45644,say,vb
45645,might,md
45646,hereafter,vb
45647,wish,vb
45648,distance,nn
45649,parsonage,nn
45650,mansion-house,nn
45651,much,jj
45652,greater,jjr
45653,``,``
45654,colonel,nnp
45655,brandon,nnp
45656,think,vbp
45657,lodge,vbp
45658,st.,nnp
45659,james,nnp
45660,street,nnp
45661,'',''
45662,said,vbd
45663,soon,rb
45664,afterwards,nns
45665,rising,vbg
45666,chair,nn
45667,elinor,nnp
45668,told,vbd
45669,number,nn
45670,house,nn
45671,``,``
45672,must,md
45673,hurry,vb
45674,away,rb
45675,give,vb
45676,thanks,nns
45677,allow,vb
45678,give,vb
45679,assure,vb
45680,ha,vbd
45681,made,vbn
45682,--,:
45683,exceedingly,rb
45684,happy,jj
45685,man,nn
45686,'',''
45687,elinor,nnps
45688,offer,vb
45689,detain,vb
45690,parted,vbd
45691,earnest,jj
45692,assurance,nn
45693,side,nn
45694,unceasing,jj
45695,good,jj
45696,wish,nn
45697,happiness,nn
45698,every,dt
45699,change,nn
45700,situation,nn
45701,might,md
45702,befall,vb
45703,rather,rb
45704,attempt,nn
45705,return,vb
45706,good,nn
45707,power,nn
45708,expressing,vbg
45709,``,``
45710,see,vbp
45711,'',''
45712,said,vbd
45713,elinor,nnp
45714,door,nn
45715,shut,vbd
45716,``,``
45717,shall,md
45718,see,vb
45719,husband,nn
45720,lucy,nnp
45721,'',''
45722,pleasing,vbg
45723,anticipation,nn
45724,sat,vbd
45725,reconsider,vb
45726,past,nn
45727,recall,vb
45728,word,nn
45729,endeavour,nn
45730,comprehend,vb
45731,feeling,nn
45732,edward,nnp
45733,course,nn
45734,reflect,vb
45735,discontent,nn
45736,mrs.,nnp
45737,jennings,nnp
45738,came,vbd
45739,home,nn
45740,though,in
45741,returned,vbd
45742,seeing,vbg
45743,people,nns
45744,never,rb
45745,seen,vbn
45746,therefore,in
45747,must,md
45748,great,jj
45749,deal,nn
45750,say,vb
45751,mind,vbp
45752,wa,jj
45753,much,rb
45754,occupied,jj
45755,important,jj
45756,secret,nn
45757,possession,nn
45758,anything,nn
45759,else,rb
45760,reverted,vbd
45761,soon,rb
45762,elinor,nn
45763,appeared,vbd
45764,``,``
45765,well,rb
45766,dear,nn
45767,'',''
45768,cried,vbd
45769,``,``
45770,sent,vbd
45771,young,jj
45772,man,nn
45773,right,rb
45774,--,:
45775,suppose,vbp
45776,great,jj
45777,difficulty,nn
45778,--,:
45779,find,vb
45780,unwilling,jj
45781,accept,vb
45782,proposal,nn
45783,'',''
45784,``,``
45785,ma'am,nn
45786,wa,vbz
45787,likely,jj
45788,'',''
45789,``,``
45790,well,nnp
45791,soon,rb
45792,ready,jj
45793,--,:
45794,seems,vbz
45795,depend,vb
45796,upon,in
45797,'',''
45798,``,``
45799,really,rb
45800,'',''
45801,said,vbd
45802,elinor,nnp
45803,``,``
45804,know,vbp
45805,little,jj
45806,kind,nn
45807,form,nn
45808,hardly,rb
45809,even,rb
45810,conjecture,vb
45811,time,nn
45812,preparation,nn
45813,necessary,jj
45814,suppose,vbp
45815,two,cd
45816,three,cd
45817,month,nn
45818,complete,vb
45819,ordination,nn
45820,'',''
45821,``,``
45822,two,cd
45823,three,cd
45824,month,nn
45825,'',''
45826,cried,vbd
45827,mrs.,nnp
45828,jennings,nnp
45829,``,``
45830,lord,nn
45831,dear,nn
45832,calmly,rb
45833,talk,vbp
45834,colonel,nnp
45835,wait,nn
45836,two,cd
45837,three,cd
45838,month,nn
45839,lord,nnp
45840,bless,in
45841,--,:
45842,sure,jj
45843,would,md
45844,put,vb
45845,quite,vb
45846,patience,nn
45847,--,:
45848,though,in
45849,one,cd
45850,would,md
45851,glad,jj
45852,kindness,nn
45853,poor,jj
45854,mr.,nnp
45855,ferrars,nnp
45856,think,vb
45857,worth,jj
45858,wait,vb
45859,two,cd
45860,three,cd
45861,month,nn
45862,sure,jj
45863,somebody,nn
45864,else,jj
45865,might,md
45866,found,vbn
45867,would,md
45868,well,nn
45869,somebody,nn
45870,order,nn
45871,already,rb
45872,'',''
45873,``,``
45874,dear,jj
45875,ma'am,nn
45876,'',''
45877,said,vbd
45878,elinor,nnp
45879,``,``
45880,thinking,vbg
45881,--,:
45882,colonel,nnp
45883,brandon,nnp
45884,'s,pos
45885,object,nn
45886,use,nn
45887,mr,nnp
45888,ferrars,nnp
45889,'',''
45890,``,``
45891,lord,nnp
45892,bless,nn
45893,dear,jj
45894,--,:
45895,sure,jj
45896,mean,vb
45897,persuade,vb
45898,colonel,nnp
45899,marries,vbz
45900,sake,nn
45901,giving,vbg
45902,ten,jj
45903,guinea,nn
45904,mr,nnp
45905,ferrars,nns
45906,'',''
45907,deception,nn
45908,could,md
45909,continue,vb
45910,explanation,nn
45911,immediately,rb
45912,took,vbd
45913,place,nn
45914,gained,vbd
45915,considerable,jj
45916,amusement,nn
45917,moment,nn
45918,without,in
45919,material,jj
45920,loss,nn
45921,happiness,nn
45922,either,dt
45923,mrs.,nnp
45924,jennings,nnp
45925,exchanged,vbd
45926,one,cd
45927,form,nn
45928,delight,nn
45929,another,dt
45930,still,rb
45931,without,in
45932,forfeiting,vbg
45933,expectation,nn
45934,first,jj
45935,``,``
45936,aye,nnp
45937,aye,nn
45938,parsonage,nn
45939,small,jj
45940,one,cd
45941,'',''
45942,said,vbd
45943,first,jj
45944,ebullition,nn
45945,surprise,nn
45946,satisfaction,nn
45947,wa,nn
45948,``,``
45949,likely,jj
45950,may,nnp
45951,repair,nn
45952,hear,vb
45953,man,nn
45954,apologising,nn
45955,thought,vbd
45956,house,nn
45957,knowledge,nn
45958,ha,nn
45959,five,cd
45960,sitting,vbg
45961,room,nn
45962,ground-floor,nn
45963,think,vbp
45964,housekeeper,nn
45965,told,vbd
45966,could,md
45967,make,vb
45968,fifteen,jj
45969,bed,nn
45970,--,:
45971,used,vbn
45972,live,vb
45973,barton,nnp
45974,cottage,nn
45975,--,:
45976,seems,vbz
45977,quite,rb
45978,ridiculous,jj
45979,dear,jj
45980,must,md
45981,touch,vb
45982,colonel,nnp
45983,thing,nn
45984,parsonage,nn
45985,make,vb
45986,comfortable,jj
45987,lucy,nnp
45988,go,vbp
45989,'',''
45990,``,``
45991,colonel,nnp
45992,brandon,nnp
45993,doe,vbz
45994,seem,vb
45995,idea,nn
45996,living,nn
45997,'s,pos
45998,enough,jj
45999,allow,vb
46000,marry,vb
46001,'',''
46002,``,``
46003,colonel,nnp
46004,ninny,jj
46005,dear,nn
46006,ha,vbd
46007,two,cd
46008,thousand,cd
46009,a-year,jj
46010,think,vbp
46011,nobody,nn
46012,else,rb
46013,marry,vb
46014,le,nn
46015,take,vb
46016,word,nn
46017,alive,jj
46018,shall,md
46019,paying,vbg
46020,visit,nn
46021,delaford,nnp
46022,parsonage,nnp
46023,michaelmas,nnp
46024,sure,jj
46025,sha'nt,vbp
46026,go,vb
46027,lucy,nnp
46028,n't,rb
46029,'',''
46030,elinor,nnp
46031,wa,vbd
46032,quite,rb
46033,opinion,nn
46034,probability,nn
46035,waiting,vbg
46036,thing,nn
46037,chapter,nn
46038,41,cd
46039,edward,nnp
46040,carried,vbn
46041,thanks,nns
46042,colonel,nnp
46043,brandon,nnp
46044,proceeded,vbd
46045,happiness,nn
46046,lucy,nnp
46047,wa,in
46048,excess,nn
46049,time,nn
46050,reached,vbd
46051,bartlett,nnp
46052,'s,pos
46053,buildings,nns
46054,wa,vbd
46055,able,jj
46056,assure,vb
46057,mrs.,nnp
46058,jennings,nnp
46059,called,vbd
46060,next,jj
46061,day,nn
46062,congratulation,nn
46063,never,rb
46064,seen,vbn
46065,spirit,nn
46066,life,nn
46067,happiness,nn
46068,spirit,nn
46069,least,jjs
46070,certain,jj
46071,joined,vbd
46072,mrs.,nnp
46073,jennings,nnp
46074,heartily,rb
46075,expectation,nn
46076,comfortably,rb
46077,together,rb
46078,delaford,nnp
46079,parsonage,nnp
46080,michaelmas,nnp
46081,far,rb
46082,wa,jj
46083,time,nn
46084,backwardness,nn
46085,give,vb
46086,elinor,nnp
46087,credit,nn
46088,edward,nnp
46089,would,nnp
46090,give,vb
46091,spoke,vbd
46092,friendship,nn
46093,grateful,jj
46094,warmth,nn
46095,wa,vbp
46096,ready,jj
46097,obligation,nn
46098,openly,rb
46099,declared,vbd
46100,exertion,nn
46101,good,jj
46102,miss,nnp
46103,dashwood,nnp
46104,'s,pos
46105,part,nn
46106,either,cc
46107,present,jj
46108,future,jj
46109,would,md
46110,ever,rb
46111,surprise,vb
46112,believed,vbd
46113,capable,jj
46114,thing,nn
46115,world,nn
46116,really,rb
46117,valued,vbn
46118,colonel,nnp
46119,brandon,nnp
46120,wa,vbd
46121,ready,jj
46122,worship,vb
46123,saint,nn
46124,wa,vbp
46125,moreover,rb
46126,truly,rb
46127,anxious,jj
46128,treated,vbn
46129,one,nn
46130,worldly,rb
46131,concern,nn
46132,anxious,jj
46133,tithe,nn
46134,raised,vbn
46135,utmost,nn
46136,scarcely,rb
46137,resolved,vbd
46138,avail,vb
46139,delaford,nnp
46140,far,rb
46141,possibly,rb
46142,could,md
46143,servant,nn
46144,carriage,nn
46145,cow,nn
46146,poultry,nn
46147,wa,vbd
46148,week,nn
46149,since,in
46150,john,nnp
46151,dashwood,nnp
46152,called,vbn
46153,berkeley,nnp
46154,street,nnp
46155,since,in
46156,time,nn
46157,notice,nn
46158,taken,vbn
46159,wife,nn
46160,'s,pos
46161,indisposition,nn
46162,beyond,in
46163,one,cd
46164,verbal,jj
46165,enquiry,nn
46166,elinor,nnp
46167,began,vbd
46168,feel,vb
46169,necessary,jj
46170,pay,vb
46171,visit.,nn
46172,--,:
46173,wa,vbz
46174,obligation,nn
46175,however,rb
46176,opposed,vbd
46177,inclination,nn
46178,assistance,nn
46179,encouragement,nn
46180,companion,nn
46181,marianne,nnp
46182,contented,vbn
46183,absolutely,rb
46184,refusing,vbg
46185,go,vb
46186,wa,vb
46187,urgent,jj
46188,prevent,vb
46189,sister,nn
46190,'s,pos
46191,going,vbg
46192,mrs.,nnp
46193,jennings,nnp
46194,though,in
46195,carriage,nn
46196,wa,nn
46197,always,rb
46198,elinor,nnp
46199,'s,pos
46200,service,nn
46201,much,jj
46202,disliked,vbd
46203,mrs.,nnp
46204,john,nnp
46205,dashwood,nnp
46206,even,rb
46207,curiosity,nn
46208,see,vb
46209,looked,vbd
46210,late,jj
46211,discovery,nn
46212,strong,jj
46213,desire,nn
46214,affront,vb
46215,taking,vbg
46216,edward,nnp
46217,'s,pos
46218,part,nn
46219,could,md
46220,overcome,vb
46221,unwillingness,nn
46222,company,nn
46223,consequence,nn
46224,wa,nn
46225,elinor,nnp
46226,set,vbd
46227,pay,vb
46228,visit,nn
46229,one,nn
46230,could,md
46231,really,rb
46232,le,jjr
46233,inclination,nn
46234,run,vb
46235,risk,nn
46236,tete-a-tete,jj
46237,woman,nn
46238,neither,dt
46239,others,nns
46240,much,jj
46241,reason,nn
46242,dislike,vb
46243,mrs.,nnp
46244,dashwood,nnp
46245,wa,nn
46246,denied,vbd
46247,carriage,nn
46248,could,md
46249,turn,vb
46250,house,nn
46251,husband,nn
46252,accidentally,rb
46253,came,vbd
46254,expressed,vbd
46255,great,jj
46256,pleasure,nn
46257,meeting,vbg
46258,elinor,nnp
46259,told,vbd
46260,going,vbg
46261,call,vb
46262,berkeley,nnp
46263,street,nnp
46264,assuring,vbg
46265,fanny,nnp
46266,would,md
46267,glad,jj
46268,see,vb
46269,invited,vbd
46270,come,vb
46271,walked,vbd
46272,stair,nn
46273,drawing-room.,nn
46274,--,:
46275,nobody,nn
46276,wa,in
46277,``,``
46278,fanny,nnp
46279,room,nn
46280,suppose,vbp
46281,'',''
46282,said,vbd
46283,--,:
46284,'',''
46285,go,vb
46286,presently,rb
46287,sure,jj
46288,least,jjs
46289,objection,nn
46290,world,nn
46291,seeing,vbg
46292,you.,nnp
46293,--,:
46294,far,rb
46295,indeed,rb
46296,especially,rb
46297,--,:
46298,however,rb
46299,marianne,nnp
46300,always,rb
46301,great,jj
46302,favourites.,nn
46303,--,:
46304,would,md
46305,marianne,vb
46306,come,vb
46307,'',''
46308,--,:
46309,elinor,nnp
46310,made,vbd
46311,excuse,in
46312,could,md
46313,``,``
46314,sorry,jj
46315,see,vb
46316,alone,rb
46317,'',''
46318,replied,vbd
46319,'',''
46320,good,jj
46321,deal,nn
46322,say,vb
46323,living,nn
46324,colonel,nnp
46325,brandon,nnp
46326,'s,pos
46327,--,:
46328,true,jj
46329,--,:
46330,ha,nn
46331,really,rb
46332,given,vbn
46333,edward,nnp
46334,--,:
46335,heard,vbd
46336,yesterday,nn
46337,chance,nn
46338,wa,rb
46339,coming,vbg
46340,purpose,nn
46341,enquire,vb
46342,farther,nn
46343,'',''
46344,``,``
46345,perfectly,rb
46346,true.,jj
46347,--,:
46348,colonel,nnp
46349,brandon,nnp
46350,ha,vbd
46351,given,vbn
46352,living,nn
46353,delaford,nnp
46354,edward,nnp
46355,'',''
46356,``,``
46357,really,rb
46358,--,:
46359,well,rb
46360,astonishing,jj
46361,--,:
46362,relationship,nn
46363,--,:
46364,connection,nn
46365,--,:
46366,living,vbg
46367,fetch,vb
46368,price,nn
46369,--,:
46370,wa,vbd
46371,value,nn
46372,'',''
46373,``,``
46374,two,cd
46375,hundred,vbd
46376,year,nn
46377,'',''
46378,``,``
46379,well,rb
46380,--,:
46381,next,jj
46382,presentation,nn
46383,living,nn
46384,value,nn
46385,--,:
46386,supposing,vbg
46387,late,jj
46388,incumbent,nn
46389,old,jj
46390,sickly,jj
46391,likely,rb
46392,vacate,vb
46393,soon,rb
46394,--,:
46395,might,md
46396,got,vbn
46397,dare,vbp
46398,say,vb
46399,--,:
46400,fourteen,jj
46401,hundred,jj
46402,pound,nn
46403,came,vbd
46404,settled,vbn
46405,matter,nn
46406,person,nn
46407,'s,pos
46408,death,nn
46409,--,:
46410,indeed,rb
46411,would,md
46412,late,jj
46413,sell,vb
46414,man,nn
46415,colonel,nnp
46416,brandon,nnp
46417,'s,pos
46418,sense,nn
46419,--,:
46420,wonder,vbp
46421,improvident,jj
46422,point,nn
46423,common,jj
46424,natural,jj
46425,concern,nn
46426,--,:
46427,well,uh
46428,convinced,vbn
46429,vast,jj
46430,deal,nn
46431,inconsistency,nn
46432,almost,rb
46433,every,dt
46434,human,jj
46435,character,nn
46436,suppose,vbp
46437,however,rb
46438,--,:
46439,recollection,nn
46440,--,:
46441,case,nn
46442,may,md
46443,probably,rb
46444,edward,nnp
46445,hold,vb
46446,living,nn
46447,till,vb
46448,person,nn
46449,colonel,nnp
46450,ha,nn
46451,really,rb
46452,sold,vbd
46453,presentation,nn
46454,old,jj
46455,enough,rb
46456,take,vb
46457,it.,nn
46458,--,:
46459,aye,nnp
46460,aye,nn
46461,fact,nn
46462,depend,vbp
46463,upon,in
46464,'',''
46465,elinor,nnp
46466,contradicted,vbd
46467,however,rb
46468,positively,rb
46469,relating,vbg
46470,employed,vbn
46471,conveying,vbg
46472,offer,nn
46473,colonel,nnp
46474,brandon,nnp
46475,edward,nnp
46476,therefore,rb
46477,must,md
46478,understand,vb
46479,term,nn
46480,wa,vbd
46481,given,vbn
46482,obliged,vbd
46483,submit,vb
46484,authority,nn
46485,``,``
46486,truly,rb
46487,astonishing,jj
46488,'',''
46489,--,:
46490,cried,vbd
46491,hearing,vbg
46492,said,vbd
46493,--,:
46494,'',''
46495,could,md
46496,colonel,nnp
46497,'s,pos
46498,motive,nn
46499,'',''
46500,``,``
46501,simple,jj
46502,one,cd
46503,--,:
46504,use,nn
46505,mr,nnp
46506,ferrars,nnp
46507,'',''
46508,``,``
46509,well,nnp
46510,well,rb
46511,whatever,wdt
46512,colonel,nnp
46513,brandon,nnp
46514,may,md
46515,edward,nnp
46516,lucky,jj
46517,man.,nn
46518,--,:
46519,mention,vb
46520,matter,nn
46521,fanny,nnp
46522,however,rb
46523,though,in
46524,broke,vbd
46525,bear,vbp
46526,vastly,rb
46527,well,rb
46528,--,:
46529,like,vb
46530,hear,vb
46531,much,jj
46532,talked,vbd
46533,'',''
46534,elinor,nnp
46535,difficulty,nn
46536,refrain,vb
46537,observing,vbg
46538,thought,vbd
46539,fanny,nnp
46540,might,md
46541,borne,vbn
46542,composure,nn
46543,acquisition,nn
46544,wealth,nn
46545,brother,nn
46546,neither,dt
46547,child,nn
46548,could,md
46549,possibly,rb
46550,impoverished,vbn
46551,``,``
46552,mrs.,nnp
46553,ferrars,nnp
46554,'',''
46555,added,vbd
46556,lowering,vbg
46557,voice,nn
46558,tone,nn
46559,becoming,vbg
46560,important,jj
46561,subject,nn
46562,``,``
46563,know,vb
46564,nothing,nn
46565,present,jj
46566,believe,vbp
46567,best,rbs
46568,keep,vb
46569,entirely,rb
46570,concealed,vbd
46571,long,jj
46572,may,md
46573,be.,vb
46574,--,:
46575,marriage,nn
46576,take,vb
46577,place,nn
46578,fear,vbp
46579,must,md
46580,hear,vb
46581,'',''
46582,``,``
46583,precaution,nn
46584,used,vbn
46585,--,:
46586,though,in
46587,supposed,vbn
46588,mrs.,nnp
46589,ferrars,nnp
46590,smallest,jjs
46591,satisfaction,nn
46592,knowing,vbg
46593,son,nn
46594,ha,nn
46595,money,nn
46596,enough,jj
46597,live,vb
46598,upon,nn
46599,--,:
46600,must,md
46601,quite,rb
46602,question,nn
46603,yet,cc
46604,upon,in
46605,late,jj
46606,behaviour,nn
46607,supposed,vbd
46608,feel,vb
46609,--,:
46610,ha,vbd
46611,done,vbn
46612,son,nn
46613,cast,vbd
46614,ever,rb
46615,ha,nns
46616,made,vbn
46617,influence,nn
46618,cast,vbd
46619,likewise,nn
46620,surely,rb
46621,imagined,vbn
46622,liable,jj
46623,impression,nn
46624,sorrow,nn
46625,joy,nn
46626,account,nn
46627,--,:
46628,interested,jj
46629,thing,nn
46630,befalls,vbz
46631,him.,nn
46632,--,:
46633,would,md
46634,weak,jj
46635,throw,vb
46636,away,rp
46637,comfort,nn
46638,child,nn
46639,yet,rb
46640,retain,vb
46641,anxiety,nn
46642,parent,nn
46643,'',''
46644,``,``
46645,ah,nnp
46646,elinor,nnp
46647,'',''
46648,said,vbd
46649,john,nnp
46650,``,``
46651,reasoning,nn
46652,good,jj
46653,founded,vbn
46654,ignorance,nn
46655,human,jj
46656,nature,nn
46657,edward,nnp
46658,'s,pos
46659,unhappy,jj
46660,match,nn
46661,take,vb
46662,place,nn
46663,depend,vbp
46664,upon,in
46665,mother,nn
46666,feel,vb
46667,much,rb
46668,never,rb
46669,discarded,vbn
46670,therefore,rb
46671,every,dt
46672,circumstance,nn
46673,may,md
46674,accelerate,vb
46675,dreadful,jj
46676,event,nn
46677,must,md
46678,concealed,vbn
46679,much,rb
46680,possible,jj
46681,mrs.,nnp
46682,ferrars,nnp
46683,never,rb
46684,forget,vb
46685,edward,nnp
46686,son,nn
46687,'',''
46688,``,``
46689,surprise,vbp
46690,think,vb
46691,must,md
46692,nearly,rb
46693,escaped,vbn
46694,memory,nn
46695,time,nn
46696,'',''
46697,``,``
46698,wrong,vbp
46699,exceedingly,rb
46700,mrs.,nnp
46701,ferrars,nnp
46702,one,cd
46703,affectionate,jj
46704,mother,nn
46705,world,nn
46706,'',''
46707,elinor,nnp
46708,wa,vbd
46709,silent,jj
46710,``,``
46711,think,vbp
46712,'',''
46713,--,:
46714,said,vbd
46715,mr.,nnp
46716,dashwood,nnp
46717,short,jj
46718,pause,nn
46719,'',''
46720,robert,nnp
46721,'s,pos
46722,marrying,nn
46723,miss,nnp
46724,morton,nnp
46725,'',''
46726,elinor,nnp
46727,smiling,vbg
46728,grave,nn
46729,decisive,jj
46730,importance,nn
46731,brother,nn
46732,'s,pos
46733,tone,nn
46734,calmly,rb
46735,replied,vbd
46736,'',''
46737,lady,nn
46738,suppose,vbp
46739,ha,vbp
46740,choice,nn
46741,affair,nn
46742,'',''
46743,``,``
46744,choice,nnp
46745,--,:
46746,mean,vb
46747,'',''
46748,``,``
46749,mean,vbp
46750,suppose,vbp
46751,manner,nn
46752,speaking,nn
46753,must,md
46754,miss,nnp
46755,morton,nnp
46756,whether,in
46757,marry,vbz
46758,edward,nnp
46759,robert,nnp
46760,'',''
46761,``,``
46762,certainly,rb
46763,difference,nn
46764,robert,nnp
46765,intent,nn
46766,purpose,nn
46767,considered,vbn
46768,eldest,jjs
46769,son,nn
46770,--,:
46771,thing,nn
46772,else,rb
46773,agreeable,jj
46774,young,jj
46775,men,nns
46776,know,vb
46777,one,cd
46778,superior,jj
46779,'',''
46780,elinor,nnp
46781,said,vbd
46782,john,nnp
46783,wa,nnp
46784,also,rb
46785,short,jj
46786,time,nn
46787,silent.,nn
46788,--,:
46789,reflection,nn
46790,ended,vbd
46791,thus,rb
46792,``,``
46793,one,cd
46794,thing,nn
46795,dear,jj
46796,sister,nn
46797,'',''
46798,kindly,rb
46799,taking,vbg
46800,hand,nn
46801,speaking,vbg
46802,awful,jj
46803,whisper,nn
46804,--,:
46805,'',''
46806,may,md
46807,assure,vb
46808,--,:
46809,know,vbp
46810,must,md
46811,gratify,vb
46812,good,jj
46813,reason,nn
46814,think,vb
46815,--,:
46816,indeed,rb
46817,best,jjs
46818,authority,nn
46819,repeat,vb
46820,otherwise,nn
46821,would,md
46822,wrong,jj
46823,say,vb
46824,thing,nn
46825,--,:
46826,best,jjs
46827,authority,nn
46828,--,:
46829,ever,rb
46830,precisely,rb
46831,heard,jj
